Iteration,Best Accuracy
1,0.6714000105857849
2,0.6714000105857849
3,0.6714000105857849
4,0.7016000151634216
5,0.7016000151634216
6,0.7016000151634216
7,0.7016000151634216
8,0.7016000151634216
9,0.7016000151634216
10,0.7016000151634216
11,0.7016000151634216
12,0.7016000151634216
13,0.7016000151634216
14,0.7016000151634216
15,0.7044000029563904
16,0.7044000029563904
17,0.7049999833106995
18,0.7049999833106995
19,0.7062000036239624
20,0.7062000036239624
21,0.7062000036239624
22,0.7062000036239624
23,0.7062000036239624
24,0.7062000036239624
25,0.7544000148773193
26,0.7544000148773193
27,0.7544000148773193
28,0.7544000148773193
29,0.7544000148773193
30,0.7544000148773193
31,0.7544000148773193
32,0.7544000148773193
33,0.7544000148773193
34,0.7623999714851379
35,0.7623999714851379
36,0.7623999714851379
37,0.7623999714851379
38,0.7623999714851379
39,0.7623999714851379
40,0.7623999714851379
41,0.7623999714851379
42,0.7623999714851379
43,0.7623999714851379
44,0.7623999714851379
45,0.7623999714851379
46,0.7623999714851379
47,0.7623999714851379
48,0.7623999714851379
49,0.7623999714851379
50,0.7623999714851379
51,0.7623999714851379
52,0.7728000283241272
53,0.7728000283241272
54,0.7728000283241272
55,0.7728000283241272
56,0.7728000283241272
57,0.7728000283241272
58,0.7728000283241272
59,0.7728000283241272
60,0.7728000283241272
61,0.7728000283241272
62,0.7728000283241272
63,0.7728000283241272
64,0.7728000283241272
65,0.7728000283241272
66,0.7728000283241272
67,0.7728000283241272
68,0.7728000283241272
69,0.7728000283241272
70,0.7728000283241272
71,0.7728000283241272
72,0.7728000283241272
73,0.7728000283241272
74,0.7728000283241272
75,0.7728000283241272
76,0.7728000283241272
77,0.7728000283241272
78,0.7728000283241272
79,0.7728000283241272
80,0.7728000283241272
81,0.7728000283241272
82,0.7728000283241272
83,0.7728000283241272
84,0.7728000283241272
85,0.7728000283241272
86,0.7728000283241272
87,0.7728000283241272
88,0.7728000283241272
89,0.7728000283241272
90,0.7728000283241272
91,0.7728000283241272
92,0.7728000283241272
93,0.7728000283241272
94,0.7728000283241272
95,0.7728000283241272
96,0.7728000283241272
97,0.7728000283241272
98,0.7728000283241272
99,0.7728000283241272
100,0.7728000283241272
